Prognosemodell-Auswertung
==================================================
Prognoseprüfungen gesamt: 6.334
Richtig (+/-30 % oder +/-5 min): 5.263
Trefferquote: 83,09 %
Prognose-Abbrüche: 55
Aufnahmeprognose-Abweisungen: 97
Mittlere geschaetzte Restzeit: 43,54 min
Mittlere tatsaechliche Restzeit: 49,48 min
Mittlere absolute Abweichung: 12,42 min
Mittlere prognostizierte Bearbeitungs-Restzeit: 8,20 min
Mittlere gesampelte Bearbeitungs-Restzeit: 8,20 min
Mittlere absolute Bearbeitungs-Abweichung: 0,00 min

Trefferquote je Phase
--------------------------------------------------
Ankunft: 945/1281 (73,77 %) | Prognose 75,51 min | Ist 79,36 min | abs. Abw. 23,98 min
  Bearbeitung: Prognose 12,12 min | Sample 12,12 min | abs. Abw. 0,00 min
NachArzt: 1219/1219 (100,00 %) | Prognose 17,45 min | Ist 17,47 min | abs. Abw. 0,02 min
  Bearbeitung: Prognose 1,16 min | Sample 1,16 min | abs. Abw. 0,00 min
NachRezeption: 993/1230 (80,73 %) | Prognose 43,75 min | Ist 52,48 min | abs. Abw. 13,25 min
  Bearbeitung: Prognose 10,08 min | Sample 10,08 min | abs. Abw. 0,00 min
NachSchwester: 569/688 (82,70 %) | Prognose 42,99 min | Ist 50,99 min | abs. Abw. 12,17 min
  Bearbeitung: Prognose 7,64 min | Sample 7,64 min | abs. Abw. 0,00 min
VorArzt: 989/1228 (80,54 %) | Prognose 35,24 min | Ist 42,76 min | abs. Abw. 11,07 min
  Bearbeitung: Prognose 7,60 min | Sample 7,60 min | abs. Abw. 0,00 min
VorSchwester: 548/688 (79,65 %) | Prognose 45,21 min | Ist 55,63 min | abs. Abw. 14,00 min
  Bearbeitung: Prognose 12,06 min | Sample 12,06 min | abs. Abw. 0,00 min


Details
PatientId;Phase;ZeitpunktMin;PrognoseRestMin;IstRestMin;AbweichungMin;AbweichungProzent;PrognoseBearbeitungsRestMin;GesampelteBearbeitungsRestMin;AbweichungBearbeitungMin;AbweichungBearbeitungProzent;Korrekt;PrognoseFertigBisSchichtende
20028;NachRezeption;119.55;23.73;16.27;7.45;45.81;8.62;8.62;0.00;0.00;0;1
20028;VorSchwester;119.55;23.73;16.27;7.45;45.81;8.62;8.62;0.00;0.00;0;1
20028;NachSchwester;123.34;18.70;12.49;6.21;49.76;5.00;5.00;0.00;0.00;0;1
20028;VorArzt;123.71;17.96;12.11;5.84;48.22;5.00;5.00;0.00;0.00;0;1
20028;NachArzt;130.57;5.26;5.26;0.00;0.00;0.79;0.79;0.00;0.00;1;1
20025;Ankunft;91.52;48.46;49.00;-0.54;-1.10;20.11;20.11;0.00;0.00;1;1
20025;NachRezeption;107.53;28.27;32.98;-4.71;-14.29;15.33;15.33;0.00;0.00;1;1
20025;VorSchwester;107.53;28.27;32.98;-4.71;-14.29;15.33;15.33;0.00;0.00;1;1
20025;NachSchwester;113.50;23.20;27.02;-3.81;-14.11;9.53;9.53;0.00;0.00;1;1
20025;VorArzt;115.47;21.23;25.04;-3.81;-15.23;9.53;9.53;0.00;0.00;1;1
20025;NachArzt;140.27;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
20034;Ankunft;118.02;20.90;22.82;-1.92;-8.42;6.55;6.55;0.00;0.00;1;1
20034;NachRezeption;131.23;9.44;9.60;-0.17;-1.74;2.95;2.95;-0.00;-0.00;1;1
20034;VorArzt;134.08;6.76;6.76;0.00;0.00;2.95;2.95;-0.00;-0.00;1;1
20034;NachArzt;140.59;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
20036;Ankunft;124.58;17.75;18.51;-0.76;-4.09;3.59;3.59;0.00;0.00;1;1
20036;NachRezeption;134.96;8.14;8.14;0.00;0.00;2.41;2.41;-0.00;-0.00;1;1
20036;VorArzt;136.36;6.73;6.73;0.00;0.00;2.41;2.41;-0.00;-0.00;1;1
20036;NachArzt;142.84;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
20027;Ankunft;97.25;60.42;48.31;12.11;25.07;8.45;8.45;0.00;0.00;1;1
20027;NachRezeption;112.90;32.11;32.66;-0.55;-1.69;7.12;7.12;-0.00;-0.00;1;1
20027;VorArzt;116.46;27.62;29.10;-1.48;-5.07;7.12;7.12;-0.00;-0.00;1;1
20027;NachArzt;137.47;8.09;8.09;0.00;0.00;1.56;1.56;-0.00;-0.00;1;1
20026;Ankunft;93.49;62.79;56.85;5.94;10.45;8.13;8.13;0.00;0.00;1;1
20026;NachRezeption;109.14;40.22;41.19;-0.97;-2.36;6.52;6.52;0.00;0.00;1;1
20026;VorSchwester;109.14;40.22;41.19;-0.97;-2.36;6.52;6.52;0.00;0.00;1;1
20026;NachSchwester;111.87;37.33;38.47;-1.14;-2.96;3.97;3.97;0.00;0.00;1;1
20026;VorArzt;133.17;11.48;17.16;-5.69;-33.14;3.97;3.97;0.00;0.00;0;1
20026;NachArzt;150.09;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
20038;Ankunft;133.54;16.13;23.14;-7.02;-30.32;4.44;4.44;0.00;0.00;0;1
20038;NachRezeption;138.85;13.30;17.83;-4.52;-25.37;2.44;2.44;0.00;0.00;1;1
20038;VorArzt;141.56;11.13;15.12;-3.99;-26.37;2.44;2.44;0.00;0.00;1;1
20038;NachArzt;144.52;9.48;12.15;-2.67;-22.01;0.92;0.92;-0.00;-0.00;1;1
20029;Ankunft;106.90;50.93;52.67;-1.74;-3.29;14.77;14.77;0.00;0.00;1;1
20029;NachRezeption;121.03;29.79;38.54;-8.74;-22.69;13.29;13.29;0.00;0.00;1;1
20029;VorSchwester;121.03;29.79;38.54;-8.74;-22.69;13.29;13.29;0.00;0.00;1;1
20029;NachSchwester;128.00;27.13;31.57;-4.43;-14.04;6.49;6.49;0.00;0.00;1;1
20029;VorArzt;129.16;24.80;30.40;-5.60;-18.42;6.49;6.49;0.00;0.00;1;1
20029;NachArzt;145.95;13.61;13.61;0.00;0.00;1.29;1.29;-0.00;-0.00;1;1
20035;Ankunft;121.91;34.41;40.04;-5.63;-14.06;12.15;12.15;0.00;0.00;1;1
20035;NachRezeption;133.03;23.97;28.93;-4.96;-17.15;11.26;11.26;0.00;0.00;1;1
20035;VorSchwester;133.03;23.97;28.93;-4.96;-17.15;11.26;11.26;0.00;0.00;1;1
20035;NachSchwester;138.20;22.17;23.76;-1.59;-6.69;6.26;6.26;0.00;0.00;1;1
20035;VorArzt;145.61;10.99;16.35;-5.36;-32.81;6.26;6.26;0.00;0.00;0;1
20035;NachArzt;161.71;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
20032;Ankunft;114.34;45.73;52.84;-7.11;-13.46;9.55;9.55;0.00;0.00;1;1
20032;NachRezeption;126.09;31.11;41.10;-9.99;-24.30;7.98;7.98;0.00;0.00;1;1
20032;VorArzt;129.93;23.60;37.26;-13.66;-36.66;7.98;7.98;0.00;0.00;0;1
20032;NachArzt;151.74;15.45;15.45;0.00;0.00;0.93;0.93;0.00;0.00;1;1
20042;Ankunft;141.19;23.14;29.02;-5.88;-20.27;5.07;5.07;0.00;0.00;1;1
20042;NachRezeption;148.56;23.39;21.65;1.74;8.02;4.48;4.48;0.00;0.00;1;1
20042;VorArzt;151.64;19.54;18.57;0.97;5.20;4.48;4.48;0.00;0.00;1;1
20042;NachArzt;153.37;16.84;16.84;0.00;0.00;3.02;3.02;0.00;0.00;1;1
20037;Ankunft;131.60;32.62;39.04;-6.42;-16.46;6.57;6.57;0.00;0.00;1;1
20037;NachRezeption;136.85;27.65;33.80;-6.15;-18.20;5.47;5.47;0.00;0.00;1;1
20037;VorArzt;138.56;25.95;32.09;-6.14;-19.12;5.47;5.47;0.00;0.00;1;1
20037;NachArzt;155.28;15.36;15.36;0.00;0.00;0.44;0.44;0.00;0.00;1;1
20030;Ankunft;109.81;68.80;66.17;2.63;3.97;13.48;13.48;0.00;0.00;1;1
20030;NachRezeption;123.68;52.24;52.30;-0.06;-0.12;12.71;12.71;0.00;0.00;1;1
20030;VorSchwester;123.68;52.24;52.30;-0.06;-0.12;12.71;12.71;0.00;0.00;1;1
20030;NachSchwester;129.30;30.51;46.69;-16.18;-34.66;7.26;7.26;0.00;0.00;0;1
20030;VorArzt;143.46;13.85;32.53;-18.68;-57.43;7.26;7.26;0.00;0.00;0;1
20030;NachArzt;159.46;16.53;16.53;0.00;0.00;1.34;1.34;-0.00;-0.00;1;1
20045;Ankunft;144.58;27.34;32.47;-5.13;-15.80;5.65;5.65;0.00;0.00;1;1
20045;NachRezeption;155.67;22.07;21.38;0.69;3.24;2.97;2.97;0.00;0.00;1;1
20045;VorArzt;156.08;21.25;20.97;0.28;1.35;2.97;2.97;0.00;0.00;1;1
20045;NachArzt;161.54;15.51;15.51;0.00;0.00;1.06;1.06;0.00;0.00;1;1
20018;Ankunft;82.68;47.08;100.94;-53.86;-53.36;22.44;22.44;0.00;0.00;0;1
20018;NachRezeption;83.84;41.07;99.78;-58.70;-58.83;21.50;21.50;0.00;0.00;0;1
20018;VorArzt;97.85;50.50;85.77;-35.27;-41.13;21.50;21.50;0.00;0.00;0;1
20018;NachArzt;183.37;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
20053;Ankunft;166.12;28.20;19.48;8.72;44.80;6.47;6.47;0.00;0.00;0;1
20053;NachRezeption;177.86;7.74;7.74;0.00;0.00;5.58;5.58;-0.00;-0.00;1;1
20053;VorSchwester;177.86;7.74;7.74;0.00;0.00;5.58;5.58;-0.00;-0.00;1;1
20053;NachSchwester;180.76;4.84;4.84;0.00;0.00;2.85;2.85;0.00;0.00;1;1
20053;VorArzt;181.66;3.94;3.94;0.00;0.00;2.85;2.85;0.00;0.00;1;1
20053;NachArzt;185.34;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
20040;Ankunft;136.73;34.77;53.72;-18.95;-35.28;13.54;13.54;0.00;0.00;0;1
20040;NachRezeption;143.92;30.04;46.54;-16.50;-35.46;10.77;10.77;0.00;0.00;0;1
20040;VorArzt;146.23;33.33;44.23;-10.89;-24.63;10.77;10.77;0.00;0.00;1;1
20040;NachArzt;171.22;19.23;19.23;0.00;0.00;1.25;1.25;-0.00;-0.00;1;1
20048;Ankunft;145.56;35.57;52.26;-16.69;-31.93;12.03;12.03;0.00;0.00;0;1
20048;NachRezeption;158.19;32.60;39.63;-7.03;-17.75;11.10;11.10;0.00;0.00;1;1
20048;VorSchwester;158.19;32.60;39.63;-7.03;-17.75;11.10;11.10;0.00;0.00;1;1
20048;NachSchwester;162.45;33.23;35.37;-2.14;-6.04;7.00;7.00;0.00;0.00;1;1
20048;VorArzt;166.31;33.14;31.52;1.62;5.15;7.00;7.00;0.00;0.00;1;1
20048;NachArzt;197.57;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
20056;Ankunft;170.13;32.40;30.86;1.54;4.99;12.64;12.64;0.00;0.00;1;1
20056;NachRezeption;188.12;12.88;12.88;0.00;0.00;4.65;4.65;0.00;0.00;1;1
20056;VorSchwester;188.12;12.88;12.88;0.00;0.00;4.65;4.65;0.00;0.00;1;1
20056;NachSchwester;189.93;10.90;11.07;-0.17;-1.51;3.00;3.00;0.00;0.00;1;1
20056;VorArzt;191.41;9.58;9.58;0.00;0.00;3.00;3.00;0.00;0.00;1;1
20056;NachArzt;200.74;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
20049;Ankunft;146.93;49.60;61.73;-12.13;-19.65;14.11;14.11;0.00;0.00;1;1
20049;NachRezeption;163.86;30.60;44.80;-14.20;-31.69;9.73;9.73;0.00;0.00;0;1
20049;VorArzt;170.36;29.42;38.31;-8.88;-23.18;9.73;9.73;0.00;0.00;1;1
20049;NachArzt;180.46;28.20;28.20;0.00;0.00;0.66;0.66;0.00;0.00;1;1
20041;Ankunft;140.17;46.67;70.67;-24.00;-33.96;12.75;12.75;0.00;0.00;0;1
20041;NachRezeption;147.97;41.89;62.86;-20.98;-33.37;10.26;10.26;0.00;0.00;0;1
20041;VorSchwester;147.97;41.89;62.86;-20.98;-33.37;10.26;10.26;0.00;0.00;0;1
20041;NachSchwester;154.37;37.11;56.46;-19.35;-34.28;4.03;4.03;-0.00;-0.00;0;1
20041;VorArzt;173.86;11.04;36.97;-25.93;-70.13;4.03;4.03;-0.00;-0.00;0;1
20041;NachArzt;210.59;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
20052;Ankunft;159.39;39.15;53.18;-14.03;-26.38;6.16;6.16;0.00;0.00;1;1
20052;NachRezeption;174.56;31.61;38.01;-6.40;-16.84;3.10;3.10;0.00;0.00;1;1
20052;VorArzt;176.62;32.12;35.95;-3.83;-10.64;3.10;3.10;0.00;0.00;1;1
20052;NachArzt;182.33;30.24;30.24;0.00;0.00;1.39;1.39;-0.00;-0.00;1;1
20039;Ankunft;136.16;50.34;77.14;-26.79;-34.73;14.04;14.04;0.00;0.00;0;1
20039;NachRezeption;141.15;48.34;72.15;-23.81;-33.00;11.73;11.73;0.00;0.00;0;1
20039;VorArzt;169.35;23.10;43.96;-20.86;-47.45;11.73;11.73;0.00;0.00;0;1
20039;NachArzt;213.05;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
20043;Ankunft;143.88;52.88;71.64;-18.76;-26.18;16.56;16.56;0.00;0.00;1;1
20043;NachRezeption;150.07;39.85;65.45;-25.59;-39.11;15.05;15.05;0.00;0.00;0;1
20043;VorSchwester;150.07;39.85;65.45;-25.59;-39.11;15.05;15.05;0.00;0.00;0;1
20043;NachSchwester;158.38;45.27;57.14;-11.87;-20.78;6.90;6.90;0.00;0.00;1;1
20043;VorArzt;165.87;39.94;49.65;-9.71;-19.56;6.90;6.90;0.00;0.00;1;1
20043;NachArzt;190.41;25.11;25.11;0.00;0.00;2.01;2.01;0.00;0.00;1;1
20044;Ankunft;144.49;40.08;74.92;-34.84;-46.51;21.53;21.53;0.00;0.00;0;1
20044;NachRezeption;153.00;41.49;66.41;-24.93;-37.53;18.60;18.60;0.00;0.00;0;1
20044;VorSchwester;153.00;41.49;66.41;-24.93;-37.53;18.60;18.60;0.00;0.00;0;1
20044;NachSchwester;160.78;52.55;58.63;-6.08;-10.36;10.98;10.98;0.00;0.00;1;1
20044;VorArzt;162.34;50.66;57.07;-6.41;-11.23;10.98;10.98;0.00;0.00;1;1
20044;NachArzt;190.63;28.78;28.78;0.00;0.00;3.89;3.89;0.00;0.00;1;1
20067;Ankunft;180.81;40.84;40.50;0.33;0.82;9.01;9.01;0.00;0.00;1;1
20067;NachRezeption;211.09;10.39;10.22;0.17;1.63;6.50;6.50;-0.00;-0.00;1;1
20067;VorSchwester;211.09;10.39;10.22;0.17;1.63;6.50;6.50;-0.00;-0.00;1;1
20067;NachSchwester;214.28;7.04;7.04;0.00;0.00;3.48;3.48;-0.00;-0.00;1;1
20067;VorArzt;214.98;6.34;6.34;0.00;0.00;3.48;3.48;-0.00;-0.00;1;1
20067;NachArzt;221.07;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
20050;Ankunft;151.09;48.05;70.96;-22.91;-32.29;14.03;14.03;0.00;0.00;0;1
20050;NachRezeption;166.17;56.68;55.88;0.80;1.43;11.73;11.73;0.00;0.00;1;1
20050;VorArzt;169.25;48.24;52.80;-4.56;-8.63;11.73;11.73;0.00;0.00;1;1
20050;NachArzt;201.15;20.90;20.90;0.00;0.00;1.37;1.37;0.00;0.00;1;1
20068;Ankunft;190.06;35.99;34.30;1.69;4.93;6.66;6.66;0.00;0.00;1;1
20068;NachRezeption;213.43;11.49;10.92;0.56;5.16;5.72;5.72;0.00;0.00;1;1
20068;VorSchwester;213.43;11.49;10.92;0.56;5.16;5.72;5.72;0.00;0.00;1;1
20068;NachSchwester;216.45;7.74;7.90;-0.17;-2.11;2.87;2.87;-0.00;-0.00;1;1
20068;VorArzt;218.94;5.41;5.41;0.00;0.00;2.87;2.87;-0.00;-0.00;1;1
20068;NachArzt;224.10;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
20061;Ankunft;173.58;50.72;50.84;-0.12;-0.23;9.41;9.41;0.00;0.00;1;1
20061;NachRezeption;196.25;32.09;28.17;3.92;13.91;5.21;5.21;0.00;0.00;1;1
20061;VorSchwester;196.25;32.09;28.17;3.92;13.91;5.21;5.21;0.00;0.00;1;1
20061;NachSchwester;197.96;29.50;26.46;3.04;11.49;3.67;3.67;0.00;0.00;1;1
20061;VorArzt;199.20;27.02;25.22;1.80;7.15;3.67;3.67;0.00;0.00;1;1
20061;NachArzt;203.44;20.98;20.98;0.00;0.00;1.14;1.14;-0.00;-0.00;1;1
20063;Ankunft;175.12;54.83;51.55;3.28;6.36;8.82;8.82;0.00;0.00;1;1
20063;NachRezeption;201.39;28.45;25.28;3.17;12.56;4.18;4.18;0.00;0.00;1;1
20063;VorArzt;202.65;25.94;24.02;1.92;7.98;4.18;4.18;0.00;0.00;1;1
20063;NachArzt;206.39;20.28;20.28;0.00;0.00;1.40;1.40;0.00;0.00;1;1
20071;Ankunft;201.32;26.62;26.71;-0.10;-0.36;4.75;4.75;0.00;0.00;1;1
20071;NachRezeption;223.20;4.84;4.84;0.00;0.00;3.52;3.52;0.00;0.00;1;1
20071;VorArzt;223.39;4.65;4.65;0.00;0.00;3.52;3.52;0.00;0.00;1;1
20071;NachArzt;227.79;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
20070;Ankunft;197.51;39.01;32.77;6.24;19.02;4.11;4.11;0.00;0.00;1;1
20070;NachRezeption;220.60;16.45;9.68;6.77;69.96;3.27;3.27;0.00;0.00;0;1
20070;VorSchwester;220.60;16.45;9.68;6.77;69.96;3.27;3.27;0.00;0.00;0;1
20070;NachSchwester;221.96;15.09;8.32;6.77;81.44;2.08;2.08;0.00;0.00;0;1
20070;VorArzt;227.65;2.64;2.64;0.00;0.00;2.08;2.08;0.00;0.00;1;1
20070;NachArzt;230.03;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
20051;Ankunft;156.99;61.30;78.06;-16.76;-21.48;12.63;12.63;0.00;0.00;1;1
20051;NachRezeption;171.50;56.36;63.55;-7.19;-11.31;11.69;11.69;0.00;0.00;1;1
20051;VorSchwester;171.50;56.36;63.55;-7.19;-11.31;11.69;11.69;0.00;0.00;1;1
20051;NachSchwester;175.77;61.51;59.28;2.23;3.76;7.59;7.59;0.00;0.00;1;1
20051;VorArzt;177.40;58.24;57.65;0.59;1.03;7.59;7.59;0.00;0.00;1;1
20051;NachArzt;217.42;17.63;17.63;0.00;0.00;0.93;0.93;0.00;0.00;1;1
20055;Ankunft;168.92;65.54;67.36;-1.81;-2.69;10.30;10.30;0.00;0.00;1;1
20055;NachRezeption;180.12;67.88;56.16;11.72;20.88;9.47;9.47;0.00;0.00;1;1
20055;VorArzt;180.61;67.70;55.66;12.03;21.62;9.47;9.47;0.00;0.00;1;1
20055;NachArzt;221.46;14.81;14.81;0.00;0.00;1.22;1.22;0.00;0.00;1;1
20069;Ankunft;195.54;57.38;43.85;13.53;30.85;4.88;4.88;0.00;0.00;0;1
20069;NachRezeption;219.77;21.75;19.63;2.13;10.84;4.44;4.44;0.00;0.00;1;1
20069;VorArzt;220.23;20.83;19.16;1.66;8.68;4.44;4.44;0.00;0.00;1;1
20069;NachArzt;225.51;13.89;13.89;0.00;0.00;0.57;0.57;-0.00;-0.00;1;1
20057;Ankunft;170.30;57.71;69.20;-11.49;-16.60;9.71;9.71;0.00;0.00;1;1
20057;NachRezeption;188.77;38.09;50.73;-12.64;-24.92;9.05;9.05;0.00;0.00;1;1
20057;VorArzt;189.57;37.29;49.93;-12.64;-25.32;9.05;9.05;0.00;0.00;1;1
20057;NachArzt;239.25;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
20054;Ankunft;166.27;69.30;81.19;-11.89;-14.65;14.11;14.11;0.00;0.00;1;1
20054;NachRezeption;179.29;62.92;68.18;-5.25;-7.70;12.68;12.68;0.00;0.00;1;1
20054;VorArzt;181.75;69.50;65.71;3.79;5.76;12.68;12.68;0.00;0.00;1;1
20054;NachArzt;237.26;10.20;10.20;0.00;0.00;1.09;1.09;0.00;0.00;1;1
20073;Ankunft;209.66;46.15;41.02;5.13;12.50;8.88;8.88;0.00;0.00;1;1
20073;NachRezeption;229.27;24.55;21.41;3.13;14.62;6.20;6.20;-0.00;-0.00;1;1
20073;VorSchwester;229.27;24.55;21.41;3.13;14.62;6.20;6.20;-0.00;-0.00;1;1
20073;NachSchwester;231.27;20.97;19.42;1.55;7.98;4.37;4.37;-0.00;-0.00;1;1
20073;VorArzt;232.29;21.74;18.39;3.34;18.16;4.37;4.37;-0.00;-0.00;1;1
20073;NachArzt;240.01;10.68;10.68;0.00;0.00;1.79;1.79;-0.00;-0.00;1;1
20065;Ankunft;179.93;59.05;73.02;-13.96;-19.12;9.61;9.61;0.00;0.00;1;1
20065;NachRezeption;205.98;38.58;46.96;-8.39;-17.86;5.95;5.95;0.00;0.00;1;1
20065;VorArzt;206.21;38.36;46.74;-8.39;-17.94;5.95;5.95;0.00;0.00;1;1
20065;NachArzt;252.70;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
20084;Ankunft;235.00;24.37;21.59;2.78;12.86;4.80;4.80;0.00;0.00;1;1
20084;NachRezeption;246.29;14.49;10.30;4.19;40.68;3.48;3.48;-0.00;-0.00;1;1
20084;VorArzt;251.23;9.72;5.36;4.36;81.30;3.48;3.48;-0.00;-0.00;1;1
20084;NachArzt;256.34;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
20060;Ankunft;172.15;73.86;86.91;-13.05;-15.02;12.34;12.34;0.00;0.00;1;1
20060;NachRezeption;192.05;72.27;67.01;5.26;7.84;11.21;11.21;0.00;0.00;1;1
20060;VorSchwester;192.05;72.27;67.01;5.26;7.84;11.21;11.21;0.00;0.00;1;1
20060;NachSchwester;196.11;64.41;62.95;1.47;2.33;7.31;7.31;0.00;0.00;1;1
20060;VorArzt;197.42;61.80;61.64;0.16;0.26;7.31;7.31;0.00;0.00;1;1
20060;NachArzt;245.92;13.14;13.14;0.00;0.00;1.57;1.57;0.00;0.00;1;1
20059;Ankunft;171.83;73.92;87.59;-13.67;-15.61;8.07;8.07;0.00;0.00;1;1
20059;NachRezeption;190.92;69.32;68.50;0.82;1.20;7.52;7.52;-0.00;-0.00;1;1
20059;VorArzt;191.51;68.14;67.91;0.23;0.34;7.52;7.52;-0.00;-0.00;1;1
20059;NachArzt;246.58;12.84;12.84;0.00;0.00;0.36;0.36;-0.00;-0.00;1;1
20062;Ankunft;173.70;77.82;88.62;-10.80;-12.19;5.76;5.76;0.00;0.00;1;1
20062;NachRezeption;196.76;62.97;65.56;-2.58;-3.94;5.25;5.25;0.00;0.00;1;1
20062;VorArzt;198.28;59.90;64.04;-4.14;-6.47;5.25;5.25;0.00;0.00;1;1
20062;NachArzt;248.45;13.87;13.87;0.00;0.00;2.89;2.89;0.00;0.00;1;1
20064;Ankunft;179.34;69.22;85.40;-16.17;-18.94;16.81;16.81;0.00;0.00;1;1
20064;NachRezeption;202.33;50.07;62.42;-12.35;-19.79;15.88;15.88;0.00;0.00;1;1
20064;VorArzt;207.34;45.05;57.40;-12.35;-21.52;15.88;15.88;0.00;0.00;1;1
20064;NachArzt;264.49;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
20066;Ankunft;180.10;60.33;88.71;-28.38;-32.00;9.93;9.93;0.00;0.00;0;1
20066;NachRezeption;207.92;38.61;60.88;-22.28;-36.59;7.99;7.99;0.00;0.00;0;1
20066;VorSchwester;207.92;38.61;60.88;-22.28;-36.59;7.99;7.99;0.00;0.00;0;1
20066;NachSchwester;212.19;34.25;56.62;-22.37;-39.51;3.90;3.90;0.00;0.00;0;1
20066;VorArzt;221.75;30.24;47.06;-16.82;-35.74;3.90;3.90;0.00;0.00;0;1
20066;NachArzt;268.56;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
20081;Ankunft;229.76;53.06;42.07;10.99;26.13;8.42;8.42;0.00;0.00;1;1
20081;NachRezeption;241.45;28.02;30.37;-2.36;-7.75;7.84;7.84;0.00;0.00;1;1
20081;VorSchwester;241.45;28.02;30.37;-2.36;-7.75;7.84;7.84;0.00;0.00;1;1
20081;NachSchwester;243.87;25.39;27.96;-2.57;-9.18;5.59;5.59;0.00;0.00;1;1
20081;VorArzt;251.70;17.53;20.12;-2.59;-12.89;5.59;5.59;0.00;0.00;1;1
20081;NachArzt;260.86;10.96;10.96;0.00;0.00;1.23;1.23;-0.00;-0.00;1;1
20087;Ankunft;242.26;42.38;33.63;8.75;26.00;17.24;17.24;0.00;0.00;1;1
20087;NachRezeption;253.28;29.23;22.61;6.62;29.26;16.18;16.18;0.00;0.00;1;1
20087;VorSchwester;253.28;29.23;22.61;6.62;29.26;16.18;16.18;0.00;0.00;1;1
20087;NachSchwester;257.77;20.25;18.12;2.13;11.74;11.86;11.86;0.00;0.00;1;1
20087;VorArzt;259.51;22.87;16.39;6.48;39.54;11.86;11.86;0.00;0.00;0;1
20087;NachArzt;269.90;5.99;5.99;0.00;0.00;2.99;2.99;0.00;0.00;1;1
20072;Ankunft;205.24;82.56;74.94;7.62;10.17;11.93;11.93;0.00;0.00;1;1
20072;NachRezeption;225.19;54.36;54.99;-0.62;-1.13;11.08;11.08;0.00;0.00;1;1
20072;VorArzt;228.75;49.54;51.43;-1.89;-3.67;11.08;11.08;0.00;0.00;1;1
20072;NachArzt;276.23;3.95;3.95;0.00;0.00;3.57;3.57;0.00;0.00;1;1
20094;Ankunft;262.81;17.07;19.48;-2.41;-12.36;2.83;2.83;0.00;0.00;1;1
20094;NachRezeption;272.35;9.93;9.93;0.00;0.00;2.22;2.22;0.00;0.00;1;1
20094;VorArzt;276.38;2.64;5.91;-3.27;-55.33;2.22;2.22;0.00;0.00;1;1
20094;NachArzt;282.04;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
20077;Ankunft;216.31;77.87;67.90;9.96;14.67;13.11;13.11;0.00;0.00;1;1
20077;NachRezeption;234.04;53.30;50.17;3.13;6.23;12.17;12.17;0.00;0.00;1;1
20077;VorArzt;234.85;51.68;49.36;2.32;4.69;12.17;12.17;0.00;0.00;1;1
20077;NachArzt;279.65;4.57;4.57;0.00;0.00;2.60;2.60;0.00;0.00;1;1
20078;Ankunft;224.76;58.97;60.53;-1.56;-2.58;8.57;8.57;0.00;0.00;1;1
20078;NachRezeption;238.74;52.65;46.55;6.10;13.11;6.02;6.02;-0.00;-0.00;1;1
20078;VorArzt;239.62;52.32;45.67;6.66;14.58;6.02;6.02;-0.00;-0.00;1;1
20078;NachArzt;281.34;3.95;3.95;0.00;0.00;1.08;1.08;-0.00;-0.00;1;1
20096;Ankunft;272.20;16.12;14.98;1.14;7.62;7.28;7.28;0.00;0.00;1;1
20096;NachRezeption;276.52;10.12;10.65;-0.53;-4.98;6.57;6.57;0.00;0.00;1;1
20096;VorSchwester;276.52;10.12;10.65;-0.53;-4.98;6.57;6.57;0.00;0.00;1;1
20096;NachSchwester;278.54;8.47;8.63;-0.17;-1.93;4.72;4.72;0.00;0.00;1;1
20096;VorArzt;281.19;5.98;5.98;0.00;0.00;4.72;4.72;0.00;0.00;1;1
20096;NachArzt;286.93;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
20095;Ankunft;265.06;23.35;22.54;0.82;3.62;4.05;4.05;0.00;0.00;1;1
20095;NachRezeption;272.83;16.04;14.77;1.27;8.63;3.58;3.58;0.00;0.00;1;1
20095;VorArzt;276.79;10.15;10.80;-0.65;-6.00;3.58;3.58;0.00;0.00;1;1
20095;NachArzt;282.78;4.81;4.81;0.00;0.00;2.30;2.30;0.00;0.00;1;1
