Prognosemodell-Auswertung
==================================================
Prognoseprüfungen gesamt: 6.334
Richtig (+/-30 % oder +/-5 min): 5.263
Trefferquote: 83,09 %
Prognose-Abbrüche: 55
Aufnahmeprognose-Abweisungen: 97
Mittlere geschaetzte Restzeit: 43,54 min
Mittlere tatsaechliche Restzeit: 49,48 min
Mittlere absolute Abweichung: 12,42 min
Mittlere prognostizierte Bearbeitungs-Restzeit: 8,20 min
Mittlere gesampelte Bearbeitungs-Restzeit: 8,20 min
Mittlere absolute Bearbeitungs-Abweichung: 0,00 min

Trefferquote je Phase
--------------------------------------------------
Ankunft: 945/1281 (73,77 %) | Prognose 75,51 min | Ist 79,36 min | abs. Abw. 23,98 min
  Bearbeitung: Prognose 12,12 min | Sample 12,12 min | abs. Abw. 0,00 min
NachArzt: 1219/1219 (100,00 %) | Prognose 17,45 min | Ist 17,47 min | abs. Abw. 0,02 min
  Bearbeitung: Prognose 1,16 min | Sample 1,16 min | abs. Abw. 0,00 min
NachRezeption: 993/1230 (80,73 %) | Prognose 43,75 min | Ist 52,48 min | abs. Abw. 13,25 min
  Bearbeitung: Prognose 10,08 min | Sample 10,08 min | abs. Abw. 0,00 min
NachSchwester: 569/688 (82,70 %) | Prognose 42,99 min | Ist 50,99 min | abs. Abw. 12,17 min
  Bearbeitung: Prognose 7,64 min | Sample 7,64 min | abs. Abw. 0,00 min
VorArzt: 989/1228 (80,54 %) | Prognose 35,24 min | Ist 42,76 min | abs. Abw. 11,07 min
  Bearbeitung: Prognose 7,60 min | Sample 7,60 min | abs. Abw. 0,00 min
VorSchwester: 548/688 (79,65 %) | Prognose 45,21 min | Ist 55,63 min | abs. Abw. 14,00 min
  Bearbeitung: Prognose 12,06 min | Sample 12,06 min | abs. Abw. 0,00 min


Details
PatientId;Phase;ZeitpunktMin;PrognoseRestMin;IstRestMin;AbweichungMin;AbweichungProzent;PrognoseBearbeitungsRestMin;GesampelteBearbeitungsRestMin;AbweichungBearbeitungMin;AbweichungBearbeitungProzent;Korrekt;PrognoseFertigBisSchichtende
70061;NachArzt;274.85;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
70042;Ankunft;140.84;137.01;138.49;-1.49;-1.07;14.89;14.89;0.00;0.00;1;1
70042;NachRezeption;196.31;74.98;83.02;-8.04;-9.69;12.94;12.94;0.00;0.00;1;1
70042;VorArzt;198.64;72.51;80.69;-8.19;-10.15;12.94;12.94;0.00;0.00;1;1
70042;NachArzt;212.03;67.30;67.30;0.00;0.00;2.09;2.09;0.00;0.00;1;1
70040;Ankunft;138.10;124.88;141.59;-16.71;-11.80;13.43;13.43;0.00;0.00;1;1
70040;NachRezeption;192.11;75.32;87.59;-12.26;-14.00;10.23;10.23;0.00;0.00;1;1
70040;VorSchwester;192.11;75.32;87.59;-12.26;-14.00;10.23;10.23;0.00;0.00;1;1
70040;NachSchwester;197.62;71.36;82.07;-10.71;-13.06;4.89;4.89;-0.00;-0.00;1;1
70040;VorArzt;199.50;62.73;80.20;-17.47;-21.78;4.89;4.89;-0.00;-0.00;1;1
70040;NachArzt;212.34;67.36;67.36;0.00;0.00;0.37;0.37;-0.00;-0.00;1;1
70047;Ankunft;149.56;137.28;133.98;3.30;2.46;7.28;7.28;0.00;0.00;1;1
70047;NachRezeption;210.90;74.76;72.64;2.13;2.93;6.65;6.65;0.00;0.00;1;1
70047;VorArzt;212.18;74.13;71.35;2.78;3.90;6.65;6.65;0.00;0.00;1;1
70047;NachArzt;217.27;66.27;66.27;0.00;0.00;1.90;1.90;0.00;0.00;1;1
70074;Ankunft;210.17;73.70;73.51;0.18;0.25;7.66;7.66;0.00;0.00;1;1
70074;NachRezeption;275.24;8.44;8.44;0.00;0.00;4.50;4.50;0.00;0.00;1;1
70074;VorArzt;275.88;7.80;7.80;0.00;0.00;4.50;4.50;0.00;0.00;1;1
70074;NachArzt;283.43;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
70056;Ankunft;174.80;111.61;115.60;-3.99;-3.45;15.39;15.39;0.00;0.00;1;1
70056;NachRezeption;237.71;36.28;52.69;-16.41;-31.14;13.72;13.72;0.00;0.00;0;1
70056;VorSchwester;237.71;36.28;52.69;-16.41;-31.14;13.72;13.72;0.00;0.00;0;1
70056;NachSchwester;245.04;29.80;45.36;-15.56;-34.31;6.56;6.56;0.00;0.00;0;1
70056;VorArzt;267.02;9.55;23.38;-13.83;-59.14;6.56;6.56;0.00;0.00;0;1
70056;NachArzt;290.15;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
70110;Ankunft;294.35;194.63;0.00;194.63;;16.78;;;;0;0
70111;Ankunft;295.95;206.74;0.00;206.74;;4.17;;;;0;0
70045;Ankunft;147.00;134.61;149.47;-14.86;-9.94;13.70;13.70;0.00;0.00;1;1
70045;NachRezeption;203.57;80.31;92.90;-12.59;-13.55;12.56;12.56;0.00;0.00;1;1
70045;VorArzt;204.28;79.60;92.19;-12.59;-13.66;12.56;12.56;0.00;0.00;1;1
70045;NachArzt;227.32;69.16;69.16;0.00;0.00;2.69;2.69;0.00;0.00;1;1
70070;Ankunft;205.11;79.07;99.25;-20.18;-20.33;16.95;16.95;0.00;0.00;1;1
70070;NachRezeption;266.95;28.27;37.41;-9.14;-24.43;13.16;13.16;0.00;0.00;1;1
70070;VorSchwester;266.95;28.27;37.41;-9.14;-24.43;13.16;13.16;0.00;0.00;1;1
70070;NachSchwester;271.55;31.94;32.81;-0.87;-2.65;8.72;8.72;0.00;0.00;1;1
70070;VorArzt;273.32;30.18;31.05;-0.87;-2.80;8.72;8.72;0.00;0.00;1;1
70070;NachArzt;304.11;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
70052;Ankunft;157.13;143.32;153.03;-9.71;-6.34;9.78;9.78;0.00;0.00;1;1
70052;NachRezeption;219.67;89.30;90.49;-1.19;-1.31;7.51;7.51;-0.00;-0.00;1;1
70052;VorArzt;226.32;78.87;83.83;-4.97;-5.92;7.51;7.51;-0.00;-0.00;1;1
70052;NachArzt;244.02;66.14;66.14;0.00;0.00;1.53;1.53;-0.00;-0.00;1;1
70073;Ankunft;207.12;84.62;104.18;-19.56;-18.77;15.52;15.52;0.00;0.00;1;1
70073;NachRezeption;272.08;32.01;39.22;-7.21;-18.38;12.97;12.97;0.00;0.00;1;1
70073;VorSchwester;272.08;32.01;39.22;-7.21;-18.38;12.97;12.97;0.00;0.00;1;1
70073;NachSchwester;280.05;28.89;31.25;-2.37;-7.57;5.17;5.17;0.00;0.00;1;1
70073;VorArzt;285.41;24.96;25.89;-0.93;-3.60;5.17;5.17;0.00;0.00;1;1
70073;NachArzt;311.05;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
70117;Ankunft;312.00;185.03;0.00;185.03;;16.31;;;;0;0
70054;Ankunft;162.91;141.72;149.86;-8.14;-5.43;13.11;13.11;0.00;0.00;1;1
70054;NachRezeption;224.44;97.45;88.33;9.12;10.33;11.74;11.74;0.00;0.00;1;1
70054;VorArzt;225.67;94.99;87.10;7.89;9.06;11.74;11.74;0.00;0.00;1;1
70054;NachArzt;245.20;67.57;67.57;0.00;0.00;2.61;2.61;0.00;0.00;1;1
70082;Ankunft;222.12;97.35;101.14;-3.79;-3.75;9.37;9.37;0.00;0.00;1;1
70082;NachRezeption;291.68;34.96;31.58;3.39;10.72;8.70;8.70;0.00;0.00;1;1
70082;VorArzt;291.98;34.67;31.28;3.39;10.82;8.70;8.70;0.00;0.00;1;1
70082;NachArzt;323.01;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
70060;Ankunft;181.12;136.74;143.75;-7.01;-4.88;5.48;5.48;0.00;0.00;1;1
70060;NachRezeption;244.99;75.40;79.88;-4.48;-5.60;3.13;3.13;0.00;0.00;1;1
70060;VorArzt;247.43;76.59;77.44;-0.84;-1.09;3.13;3.13;0.00;0.00;1;1
70060;NachArzt;254.83;70.04;70.04;0.00;0.00;0.40;0.40;-0.00;-0.00;1;1
70081;Ankunft;220.18;93.34;106.09;-12.74;-12.01;11.21;11.21;0.00;0.00;1;1
70081;NachRezeption;291.01;30.96;35.26;-4.30;-12.20;7.33;7.33;0.00;0.00;1;1
70081;VorArzt;292.37;29.76;33.90;-4.13;-12.19;7.33;7.33;0.00;0.00;1;1
70081;NachArzt;326.02;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
70062;Ankunft;189.18;124.74;138.86;-14.12;-10.17;4.43;4.43;0.00;0.00;1;1
70062;NachRezeption;247.70;76.80;80.34;-3.54;-4.41;3.27;3.27;0.00;0.00;1;1
70062;VorArzt;252.09;69.72;75.95;-6.23;-8.21;3.27;3.27;0.00;0.00;1;1
70062;NachArzt;257.06;70.98;70.98;0.00;0.00;1.20;1.20;0.00;0.00;1;1
70092;Ankunft;245.77;79.76;84.29;-4.53;-5.37;5.49;5.49;0.00;0.00;1;1
70092;NachRezeption;314.55;12.51;15.51;-3.01;-19.39;3.63;3.63;0.00;0.00;1;1
70092;VorArzt;320.00;7.05;10.06;-3.01;-29.90;3.63;3.63;0.00;0.00;1;1
70092;NachArzt;329.81;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
70080;Ankunft;220.16;91.03;115.65;-24.62;-21.29;9.42;9.42;0.00;0.00;1;1
70080;NachRezeption;287.13;27.83;48.68;-20.86;-42.84;8.82;8.82;0.00;0.00;0;1
70080;VorSchwester;287.13;27.83;48.68;-20.86;-42.84;8.82;8.82;0.00;0.00;0;1
70080;NachSchwester;290.53;27.42;45.28;-17.86;-39.44;5.58;5.58;-0.00;-0.00;0;1
70080;VorArzt;298.71;19.41;37.10;-17.69;-47.69;5.58;5.58;-0.00;-0.00;0;1
70080;NachArzt;335.56;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
70084;Ankunft;226.78;95.82;110.21;-14.40;-13.06;14.70;14.70;0.00;0.00;1;1
70084;NachRezeption;293.70;40.49;43.29;-2.80;-6.47;13.47;13.47;0.00;0.00;1;1
70084;VorSchwester;293.70;40.49;43.29;-2.80;-6.47;13.47;13.47;0.00;0.00;1;1
70084;NachSchwester;296.81;37.38;40.18;-2.80;-6.97;10.52;10.52;0.00;0.00;1;1
70084;VorArzt;298.53;35.66;38.46;-2.80;-7.28;10.52;10.52;0.00;0.00;1;1
70084;NachArzt;336.74;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
70058;Ankunft;177.77;147.44;159.43;-11.99;-7.52;12.64;12.64;0.00;0.00;1;1
70058;NachRezeption;241.32;91.50;95.89;-4.39;-4.58;10.40;10.40;0.00;0.00;1;1
70058;VorArzt;244.91;76.27;92.30;-16.03;-17.36;10.40;10.40;0.00;0.00;1;1
70058;NachArzt;266.24;70.96;70.96;0.00;0.00;1.39;1.39;0.00;0.00;1;1
70064;Ankunft;197.29;125.80;141.36;-15.56;-11.01;8.62;8.62;0.00;0.00;1;1
70064;NachRezeption;255.41;84.56;83.24;1.32;1.58;6.44;6.44;0.00;0.00;1;1
70064;VorSchwester;255.41;84.56;83.24;1.32;1.58;6.44;6.44;0.00;0.00;1;1
70064;NachSchwester;257.01;81.69;81.63;0.06;0.07;5.00;5.00;0.00;0.00;1;1
70064;VorArzt;257.95;82.41;80.70;1.71;2.12;5.00;5.00;0.00;0.00;1;1
70064;NachArzt;267.27;71.38;71.38;0.00;0.00;1.44;1.44;0.00;0.00;1;1
70065;Ankunft;200.00;122.87;141.70;-18.83;-13.29;8.96;8.96;0.00;0.00;1;1
70065;NachRezeption;258.51;84.82;83.19;1.63;1.96;5.85;5.85;0.00;0.00;1;1
70065;VorArzt;258.87;84.11;82.84;1.28;1.54;5.85;5.85;0.00;0.00;1;1
70065;NachArzt;269.60;72.10;72.10;0.00;0.00;2.66;2.66;-0.00;-0.00;1;1
70090;Ankunft;240.70;86.61;101.55;-14.94;-14.71;5.83;5.83;0.00;0.00;1;1
70090;NachRezeption;307.09;39.48;35.16;4.32;12.29;5.09;5.09;0.00;0.00;1;1
70090;VorArzt;310.48;38.13;31.77;6.36;20.01;5.09;5.09;0.00;0.00;1;1
70090;NachArzt;342.00;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
70067;Ankunft;202.84;126.82;141.22;-14.40;-10.19;7.78;7.78;0.00;0.00;1;1
70067;NachRezeption;260.82;80.85;83.24;-2.39;-2.87;5.63;5.63;-0.00;-0.00;1;1
70067;VorArzt;263.84;78.23;80.22;-1.99;-2.49;5.63;5.63;-0.00;-0.00;1;1
70067;NachArzt;270.71;73.35;73.35;0.00;0.00;2.36;2.36;0.00;0.00;1;1
70103;Ankunft;268.88;77.50;76.14;1.36;1.79;2.80;2.80;0.00;0.00;1;1
70103;NachRezeption;338.96;9.65;6.05;3.59;59.39;2.40;2.40;0.00;0.00;1;1
70103;VorArzt;340.54;8.08;4.48;3.59;80.22;2.40;2.40;0.00;0.00;1;1
70103;NachArzt;344.77;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
70101;Ankunft;262.30;84.63;83.71;0.92;1.10;6.51;6.51;0.00;0.00;1;1
70101;NachRezeption;332.59;13.62;13.42;0.20;1.51;4.88;4.88;0.00;0.00;1;1
70101;VorSchwester;332.59;13.62;13.42;0.20;1.51;4.88;4.88;0.00;0.00;1;1
70101;NachSchwester;334.04;12.00;11.97;0.04;0.30;3.59;3.59;0.00;0.00;1;1
70101;VorArzt;337.30;8.92;8.71;0.20;2.32;3.59;3.59;0.00;0.00;1;1
70101;NachArzt;345.76;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
70123;Ankunft;347.22;136.33;0.00;136.33;;7.32;;;;0;0
70124;Ankunft;347.65;140.32;0.00;140.32;;15.87;;;;0;0
70100;Ankunft;261.98;84.19;86.68;-2.49;-2.87;5.71;5.71;0.00;0.00;1;1
70100;NachRezeption;330.96;16.08;17.70;-1.62;-9.16;4.09;4.09;0.00;0.00;1;1
70100;VorSchwester;330.96;16.08;17.70;-1.62;-9.16;4.09;4.09;0.00;0.00;1;1
70100;NachSchwester;332.73;14.14;15.92;-1.79;-11.23;2.48;2.48;0.00;0.00;1;1
70100;VorArzt;342.58;5.08;6.08;-0.99;-16.35;2.48;2.48;0.00;0.00;1;1
70100;NachArzt;348.41;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
70053;Ankunft;162.04;154.19;191.33;-37.14;-19.41;14.29;14.29;0.00;0.00;1;1
70053;NachRezeption;223.07;102.06;130.29;-28.24;-21.67;12.39;12.39;0.00;0.00;1;1
70053;VorSchwester;223.07;102.06;130.29;-28.24;-21.67;12.39;12.39;0.00;0.00;1;1
70053;NachSchwester;229.35;100.78;124.02;-23.23;-18.73;6.28;6.28;0.00;0.00;1;1
70053;VorArzt;249.05;80.88;104.32;-23.44;-22.47;6.28;6.28;0.00;0.00;1;1
70053;NachArzt;278.76;74.61;74.61;0.00;0.00;1.81;1.81;-0.00;-0.00;1;1
70083;Ankunft;222.12;106.17;134.69;-28.51;-21.17;14.03;14.03;0.00;0.00;1;1
70083;NachRezeption;292.46;39.62;64.35;-24.72;-38.42;13.25;13.25;0.00;0.00;0;1
70083;VorSchwester;292.46;39.62;64.35;-24.72;-38.42;13.25;13.25;0.00;0.00;0;1
70083;NachSchwester;297.46;36.41;59.35;-22.94;-38.65;8.42;8.42;0.00;0.00;0;1
70083;VorArzt;313.91;17.77;42.90;-25.13;-58.57;8.42;8.42;0.00;0.00;0;1
70083;NachArzt;356.56;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
70066;Ankunft;201.59;132.27;155.85;-23.58;-15.13;7.81;7.81;0.00;0.00;1;1
70066;NachRezeption;258.68;97.68;98.76;-1.08;-1.09;7.65;7.65;0.00;0.00;1;1
70066;VorArzt;260.44;94.16;97.00;-2.84;-2.93;7.65;7.65;0.00;0.00;1;1
70066;NachArzt;282.06;75.38;75.38;0.00;0.00;0.60;0.60;-0.00;-0.00;1;1
70069;Ankunft;204.15;137.11;154.95;-17.84;-11.52;7.93;7.93;0.00;0.00;1;1
70069;NachRezeption;263.15;94.37;95.94;-1.57;-1.63;7.22;7.22;0.00;0.00;1;1
70069;VorArzt;265.65;89.38;93.44;-4.07;-4.35;7.22;7.22;0.00;0.00;1;1
70069;NachArzt;288.22;70.87;70.87;0.00;0.00;1.22;1.22;-0.00;-0.00;1;1
70127;Ankunft;361.63;120.64;0.00;120.64;;7.30;;;;0;0
70077;Ankunft;216.48;141.94;145.55;-3.61;-2.48;7.52;7.52;0.00;0.00;1;1
70077;NachRezeption;281.56;88.52;80.47;8.04;10.00;6.41;6.41;0.00;0.00;1;1
70077;VorArzt;284.66;83.09;77.37;5.71;7.39;6.41;6.41;0.00;0.00;1;1
70077;NachArzt;291.87;70.17;70.17;0.00;0.00;2.94;2.94;-0.00;-0.00;1;1
70079;Ankunft;219.00;142.10;144.65;-2.54;-1.76;6.00;6.00;0.00;0.00;1;1
70079;NachRezeption;286.52;79.48;77.12;2.36;3.06;4.60;4.60;0.00;0.00;1;1
70079;VorArzt;288.21;76.53;75.43;1.10;1.46;4.60;4.60;0.00;0.00;1;1
70079;NachArzt;293.31;70.34;70.34;0.00;0.00;1.61;1.61;0.00;0.00;1;1
70095;Ankunft;253.07;114.26;112.21;2.05;1.83;9.10;9.10;0.00;0.00;1;1
70095;NachRezeption;319.56;47.92;45.71;2.20;4.81;7.22;7.22;-0.00;-0.00;1;1
70095;VorSchwester;319.56;47.92;45.71;2.20;4.81;7.22;7.22;-0.00;-0.00;1;1
70095;NachSchwester;321.44;47.18;43.84;3.34;7.61;5.51;5.51;-0.00;-0.00;1;1
70095;VorArzt;358.13;7.14;7.14;0.00;0.00;5.51;5.51;-0.00;-0.00;1;1
70095;NachArzt;365.03;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
70072;Ankunft;207.07;141.87;158.92;-17.05;-10.73;6.80;6.80;0.00;0.00;1;1
70072;NachRezeption;269.54;100.17;96.46;3.71;3.85;5.55;5.55;-0.00;-0.00;1;1
70072;VorArzt;269.90;102.26;96.09;6.17;6.42;5.55;5.55;-0.00;-0.00;1;1
70072;NachArzt;295.23;70.77;70.77;0.00;0.00;2.35;2.35;0.00;0.00;1;1
70098;Ankunft;255.71;93.19;112.19;-19.01;-16.94;3.92;3.92;0.00;0.00;1;1
70098;NachRezeption;326.76;27.48;41.15;-13.66;-33.21;3.57;3.57;0.00;0.00;0;1
70098;VorArzt;328.10;26.14;39.80;-13.66;-34.33;3.57;3.57;0.00;0.00;0;1
70098;NachArzt;367.65;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
70089;Ankunft;237.60;132.90;131.51;1.40;1.06;3.52;3.52;0.00;0.00;1;1
70089;NachRezeption;306.35;61.77;62.75;-0.98;-1.57;2.99;2.99;0.00;0.00;1;1
70089;VorSchwester;306.35;61.77;62.75;-0.98;-1.57;2.99;2.99;0.00;0.00;1;1
70089;NachSchwester;308.47;59.65;60.63;-0.98;-1.62;1.03;1.03;0.00;0.00;1;1
70089;VorArzt;366.67;2.43;2.43;0.00;0.00;1.03;1.03;0.00;0.00;1;1
70089;NachArzt;368.85;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
70130;Ankunft;370.96;110.82;0.00;110.82;;8.70;;;;0;0
70071;Ankunft;206.19;147.73;168.48;-20.75;-12.32;12.73;12.73;0.00;0.00;1;1
70071;NachRezeption;268.28;98.24;106.38;-8.14;-7.65;11.40;11.40;0.00;0.00;1;1
70071;VorArzt;270.33;97.37;104.33;-6.97;-6.68;11.40;11.40;0.00;0.00;1;1
70071;NachArzt;303.36;71.30;71.30;0.00;0.00;1.51;1.51;-0.00;-0.00;1;1
70075;Ankunft;210.24;158.28;168.62;-10.33;-6.13;10.04;10.04;0.00;0.00;1;1
70075;NachRezeption;277.16;106.31;101.70;4.61;4.54;8.12;8.12;0.00;0.00;1;1
70075;VorSchwester;277.16;106.31;101.70;4.61;4.54;8.12;8.12;0.00;0.00;1;1
70075;NachSchwester;279.08;104.99;99.78;5.22;5.23;6.37;6.37;0.00;0.00;1;1
70075;VorArzt;295.78;84.51;83.08;1.43;1.72;6.37;6.37;0.00;0.00;1;1
70075;NachArzt;305.71;73.14;73.14;0.00;0.00;4.19;4.19;0.00;0.00;1;1
70096;Ankunft;254.55;99.26;125.07;-25.80;-20.63;24.47;24.47;0.00;0.00;1;1
70096;NachRezeption;324.39;40.46;55.24;-14.78;-26.75;19.65;19.65;0.00;0.00;1;1
70096;VorSchwester;324.39;40.46;55.24;-14.78;-26.75;19.65;19.65;0.00;0.00;1;1
70096;NachSchwester;330.02;39.01;49.60;-10.60;-21.37;14.18;14.18;0.00;0.00;1;1
70096;VorArzt;330.86;38.17;48.76;-10.60;-21.73;14.18;14.18;0.00;0.00;1;1
70096;NachArzt;379.37;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
70086;Ankunft;228.84;150.81;154.44;-3.63;-2.35;7.16;7.16;0.00;0.00;1;1
70086;NachRezeption;300.35;83.41;82.94;0.47;0.57;6.50;6.50;0.00;0.00;1;1
70086;VorArzt;300.84;82.41;82.44;-0.03;-0.03;6.50;6.50;0.00;0.00;1;1
70086;NachArzt;306.35;76.93;76.93;0.00;0.00;4.43;4.43;0.00;0.00;1;1
70068;Ankunft;203.04;149.21;183.57;-34.36;-18.72;15.02;15.02;0.00;0.00;1;1
70068;NachRezeption;262.45;101.60;124.16;-22.56;-18.17;13.39;13.39;0.00;0.00;1;1
70068;VorSchwester;262.45;101.60;124.16;-22.56;-18.17;13.39;13.39;0.00;0.00;1;1
70068;NachSchwester;268.43;97.98;118.18;-20.20;-17.09;7.58;7.58;0.00;0.00;1;1
70068;VorArzt;285.62;84.26;100.99;-16.73;-16.56;7.58;7.58;0.00;0.00;1;1
70068;NachArzt;313.09;73.52;73.52;0.00;0.00;1.01;1.01;0.00;0.00;1;1
70088;Ankunft;237.48;148.26;150.46;-2.20;-1.46;9.57;9.57;0.00;0.00;1;1
70088;NachRezeption;305.82;82.97;82.12;0.84;1.03;5.71;5.71;0.00;0.00;1;1
70088;VorSchwester;305.82;82.97;82.12;0.84;1.03;5.71;5.71;0.00;0.00;1;1
70088;NachSchwester;307.43;84.06;80.51;3.55;4.42;4.26;4.26;0.00;0.00;1;1
70088;VorArzt;309.30;81.97;78.65;3.32;4.23;4.26;4.26;0.00;0.00;1;1
70088;NachArzt;314.15;73.79;73.79;0.00;0.00;1.33;1.33;0.00;0.00;1;1
70078;Ankunft;217.90;147.58;171.43;-23.85;-13.91;10.06;10.06;0.00;0.00;1;1
70078;NachRezeption;285.12;100.84;104.21;-3.37;-3.23;8.39;8.39;0.00;0.00;1;1
70078;VorSchwester;285.12;100.84;104.21;-3.37;-3.23;8.39;8.39;0.00;0.00;1;1
70078;NachSchwester;288.16;96.19;101.17;-4.98;-4.92;5.52;5.52;0.00;0.00;1;1
70078;VorArzt;289.47;94.97;99.86;-4.89;-4.90;5.52;5.52;0.00;0.00;1;1
70078;NachArzt;318.52;70.81;70.81;0.00;0.00;0.25;0.25;-0.00;-0.00;1;1
70093;Ankunft;247.06;146.61;145.90;0.71;0.49;8.64;8.64;0.00;0.00;1;1
70093;NachRezeption;315.98;81.98;76.98;5.00;6.49;7.20;7.20;0.00;0.00;1;1
70093;VorSchwester;315.98;81.98;76.98;5.00;6.49;7.20;7.20;0.00;0.00;1;1
70093;NachSchwester;317.51;86.09;75.45;10.64;14.10;5.84;5.84;0.00;0.00;1;1
70093;VorArzt;318.69;76.82;74.28;2.55;3.43;5.84;5.84;0.00;0.00;1;1
70093;NachArzt;326.05;66.91;66.91;0.00;0.00;2.97;2.97;0.00;0.00;1;1
70087;Ankunft;229.08;168.54;166.94;1.60;0.96;10.13;10.13;0.00;0.00;1;1
70087;NachRezeption;301.96;111.94;94.06;17.88;19.01;8.52;8.52;0.00;0.00;1;1
70087;VorArzt;305.75;110.25;90.26;19.99;22.14;8.52;8.52;0.00;0.00;1;1
70087;NachArzt;342.20;53.81;53.81;0.00;0.00;2.05;2.05;0.00;0.00;1;1
70108;Ankunft;280.04;102.83;116.59;-13.76;-11.80;9.42;9.42;0.00;0.00;1;1
70108;NachRezeption;356.75;34.76;39.88;-5.12;-12.83;5.95;5.95;0.00;0.00;1;1
70108;VorArzt;357.13;34.38;39.50;-5.12;-12.96;5.95;5.95;0.00;0.00;1;1
70108;NachArzt;396.38;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
70099;Ankunft;257.32;161.28;140.81;20.47;14.54;4.73;4.73;0.00;0.00;1;1
70099;NachRezeption;329.34;80.08;68.79;11.29;16.41;3.34;3.34;-0.00;-0.00;1;1
70099;VorArzt;341.78;56.07;56.35;-0.28;-0.49;3.34;3.34;-0.00;-0.00;1;1
70099;NachArzt;347.07;51.06;51.06;0.00;0.00;1.20;1.20;-0.00;-0.00;1;1
70134;Ankunft;401.10;100.52;0.00;100.52;;13.42;;;;0;0
70102;Ankunft;266.22;156.83;135.25;21.58;15.96;10.80;10.80;0.00;0.00;1;1
70102;NachRezeption;335.73;72.82;65.74;7.08;10.76;7.65;7.65;0.00;0.00;1;1
70102;VorSchwester;335.73;72.82;65.74;7.08;10.76;7.65;7.65;0.00;0.00;1;1
70102;NachSchwester;339.48;66.02;61.99;4.03;6.51;4.07;4.07;0.00;0.00;1;1
70102;VorArzt;346.42;55.57;55.05;0.52;0.94;4.07;4.07;0.00;0.00;1;1
70102;NachArzt;347.97;53.50;53.50;0.00;0.00;3.34;3.34;0.00;0.00;1;1
70135;Ankunft;403.44;81.71;0.00;81.71;;8.33;;;;0;0
70085;Ankunft;228.48;170.42;177.77;-7.35;-4.14;17.85;17.85;0.00;0.00;1;1
70085;NachRezeption;299.69;116.29;106.57;9.72;9.12;14.54;14.54;0.00;0.00;1;1
70085;VorSchwester;299.69;116.29;106.57;9.72;9.12;14.54;14.54;0.00;0.00;1;1
70085;NachSchwester;304.79;110.64;101.46;9.18;9.04;9.61;9.61;0.00;0.00;1;1
70085;VorArzt;320.80;92.77;85.46;7.31;8.56;9.61;9.61;0.00;0.00;1;1
70085;NachArzt;355.46;50.79;50.79;0.00;0.00;2.72;2.72;0.00;0.00;1;1
70105;Ankunft;274.19;160.45;132.89;27.57;20.75;6.66;6.66;0.00;0.00;1;1
70105;NachRezeption;349.39;64.81;57.69;7.13;12.35;5.62;5.62;0.00;0.00;1;1
70105;VorSchwester;349.39;64.81;57.69;7.13;12.35;5.62;5.62;0.00;0.00;1;1
70105;NachSchwester;351.08;61.26;55.99;5.27;9.40;4.09;4.09;0.00;0.00;1;1
70105;VorArzt;354.14;55.15;52.94;2.21;4.17;4.09;4.09;0.00;0.00;1;1
70105;NachArzt;359.35;47.73;47.73;0.00;0.00;0.37;0.37;0.00;0.00;1;1
70136;Ankunft;407.44;76.83;0.00;76.83;;10.52;;;;0;0
70094;Ankunft;247.84;160.81;160.43;0.38;0.23;7.72;7.72;0.00;0.00;1;1
70094;NachRezeption;317.68;106.37;90.59;15.78;17.42;6.03;6.03;0.00;0.00;1;1
70094;VorArzt;320.85;95.63;87.43;8.21;9.39;6.03;6.03;0.00;0.00;1;1
70094;NachArzt;361.56;46.71;46.71;0.00;0.00;1.20;1.20;0.00;0.00;1;1
70113;Ankunft;298.32;116.25;110.66;5.59;5.05;22.42;22.42;0.00;0.00;1;1
70113;NachRezeption;373.07;35.58;35.91;-0.33;-0.93;16.26;16.26;-0.00;-0.00;1;1
70113;VorSchwester;373.07;35.58;35.91;-0.33;-0.93;16.26;16.26;-0.00;-0.00;1;1
70113;NachSchwester;377.32;31.16;31.66;-0.50;-1.58;12.18;12.18;-0.00;-0.00;1;1
